Stockfish_Evaluation,Time_Left,Pieces_Left,Elo_Difference,Predicted_Outcome
0.21,22.3,17.0,44.0,0
-3.68,23.6,16.0,62.0,0
-1.64,27.8,14.0,-45.0,1
1.83,16.6,14.0,-40.0,0
-1.08,22.6,10.0,-75.0,0
-1.04,17.3,13.0,-28.0,0
0.58,30.0,17.0,38.0,1
-1.95,22.2,13.0,39.0,0
-2.56,19.0,20.0,28.0,0
-1.41,17.7,19.0,48.0,0
-0.74,21.2,14.0,64.0,0
0.46,17.9,14.0,-45.0,1
-2.86,10.9,22.0,-56.0,0
-1.07,12.4,18.0,-5.0,0
-1.5,8.1,15.0,33.0,0
5.89,18.0,16.0,13.0,1
0.24,17.0,15.0,-66.0,1
1.34,13.6,15.0,-14.0,0
0.98,12.5,12.0,-40.0,0
0.59,9.1,14.0,-45.0,0
1.36,18.2,11.0,-7.0,0
-1.92,11.8,17.0,19.0,0
0.88,11.5,15.0,81.0,0
0.5,17.5,17.0,12.0,0
-1.93,21.9,11.0,-19.0,0
0.87,18.5,19.0,-46.0,0
-0.62,13.6,19.0,12.0,0
1.62,21.3,10.0,-122.0,0
-0.3,13.8,13.0,-62.0,0
1.39,17.9,14.0,-7.0,1
1.99,22.4,11.0,-68.0,1
2.82,17.5,14.0,-46.0,1
-1.42,17.9,17.0,40.0,0
-3.47,16.1,14.0,32.0,1
-3.52,14.4,10.0,16.0,0
-2.53,14.4,17.0,-22.0,1
1.44,22.1,13.0,5.0,1
-2.82,30.0,13.0,-21.0,0
-0.47,17.6,20.0,-12.0,0
-0.84,18.3,16.0,-2.0,0
0.72,11.8,13.0,82.0,0
1.43,17.2,11.0,-4.0,0
0.19,12.4,18.0,-29.0,1
1.6,22.6,18.0,29.0,1
-2.2,21.7,13.0,59.0,0
-2.22,19.7,11.0,-6.0,0
0.26,10.9,16.0,79.0,0
1.52,22.4,17.0,2.0,0
-1.03,12.7,14.0,-33.0,0
-4.1,19.2,12.0,45.0,0
1.33,13.2,15.0,-16.0,0
-0.29,20.0,16.0,32.0,0
2.4,15.0,14.0,34.0,1
0.84,14.9,16.0,5.0,0
5.9,12.2,16.0,12.0,1
2.54,11.2,18.0,58.0,1
-0.5,17.6,14.0,31.0,1
-0.94,15.3,12.0,-8.0,0
-1.74,15.0,15.0,-1.0,1
-2.61,11.2,20.0,-118.0,0
-1.04,23.3,10.0,103.0,1
-0.25,24.5,8.0,-85.0,0
0.64,14.8,15.0,-38.0,0
2.75,12.7,14.0,-2.0,1
-1.74,30.0,14.0,-2.0,1
-2.78,22.0,14.0,57.0,0
1.66,12.6,18.0,-37.0,0
2.66,20.4,15.0,32.0,1
-0.98,16.9,17.0,-29.0,1
2.08,27.5,8.0,15.0,1
1.54,19.6,13.0,-3.0,0
-3.42,21.3,13.0,5.0,0
-1.27,5.0,8.0,54.0,1
-0.95,17.4,15.0,9.0,0
3.98,22.8,15.0,47.0,0
1.02,18.7,14.0,22.0,0
0.09,9.9,15.0,-30.0,0
-1.39,17.4,15.0,7.0,0
0.55,21.0,18.0,31.0,0
1.15,8.9,17.0,-2.0,0
0.79,20.4,16.0,42.0,0
-1.61,25.2,22.0,-45.0,0
-2.57,19.9,13.0,-89.0,0
1.47,19.6,11.0,51.0,0
-0.48,23.4,19.0,22.0,1
-0.88,12.4,21.0,-4.0,1
1.03,15.8,13.0,-15.0,0
-2.4,16.5,19.0,-4.0,0
0.36,25.4,13.0,-14.0,1
-0.53,23.0,17.0,43.0,1
2.15,15.8,17.0,8.0,0
1.78,13.7,13.0,10.0,0
0.62,18.1,21.0,-1.0,0
0.56,12.1,21.0,-67.0,0
-1.73,12.4,12.0,-40.0,0
-0.02,10.4,16.0,70.0,0
-1.64,18.5,18.0,-12.0,1
1.51,14.2,9.0,-66.0,0
-2.44,16.1,15.0,9.0,0
1.85,6.8,10.0,-72.0,1
0.8,15.9,17.0,-10.0,0
1.46,20.5,15.0,110.0,1
-1.45,18.4,14.0,-15.0,0
-0.88,10.5,10.0,17.0,0
-2.83,17.6,13.0,-20.0,0
-2.14,17.7,17.0,-10.0,0
-0.04,13.1,15.0,-55.0,0
4.88,25.2,19.0,-31.0,1
-1.36,5.0,18.0,-55.0,0
2.01,18.6,18.0,37.0,0
-2.34,19.7,13.0,-59.0,0
-1.87,16.4,16.0,1.0,0
0.68,17.7,12.0,-43.0,0
-0.92,23.0,11.0,79.0,1
0.14,22.5,19.0,-38.0,0
1.18,14.4,11.0,-39.0,0
-0.84,20.4,11.0,23.0,0
-1.02,21.6,15.0,-55.0,0
-3.45,22.6,14.0,49.0,0
-2.43,21.7,14.0,33.0,0
1.17,27.7,22.0,30.0,1
-0.88,15.6,12.0,70.0,0
-0.87,18.8,16.0,-60.0,0
-3.17,17.8,15.0,10.0,0
-0.8,12.3,18.0,-4.0,0
-0.08,26.1,13.0,14.0,1
-2.94,11.0,14.0,-40.0,0
-0.13,17.3,15.0,-30.0,0
-2.14,14.1,11.0,24.0,0
2.15,16.7,10.0,-29.0,1
-0.06,11.7,15.0,8.0,1
-1.43,18.0,19.0,-78.0,0
3.7,26.4,14.0,13.0,1
-1.42,25.8,14.0,-67.0,0
2.43,15.4,18.0,-39.0,1
0.87,12.9,15.0,-26.0,0
-0.43,13.8,17.0,96.0,0
-1.74,17.7,23.0,-66.0,0
-0.17,8.8,13.0,99.0,0
0.33,11.6,14.0,78.0,0
1.63,14.8,16.0,21.0,0
-0.79,20.6,19.0,-26.0,1
1.03,18.3,15.0,1.0,0
3.36,11.6,17.0,-113.0,1
0.32,15.1,16.0,-24.0,0
-1.09,26.4,15.0,-49.0,1
0.79,6.0,14.0,-6.0,0
1.75,9.5,13.0,-28.0,0
-0.25,12.6,24.0,-49.0,0
-3.19,10.2,10.0,37.0,0
0.55,7.2,11.0,27.0,0
-1.06,23.1,16.0,60.0,1
-0.21,21.9,16.0,-89.0,0
1.9,25.8,16.0,51.0,1
-0.49,14.5,12.0,125.0,0
-1.66,15.8,12.0,-23.0,0
-2.29,19.7,14.0,95.0,0
0.65,16.8,18.0,-13.0,0
-1.74,22.6,12.0,-69.0,0
-0.78,20.2,15.0,-15.0,0
-0.61,15.1,13.0,52.0,1
-0.85,5.9,10.0,-18.0,0
0.54,26.9,11.0,17.0,1
0.21,21.4,18.0,30.0,0
1.14,19.7,13.0,0.0,0
0.96,5.5,19.0,24.0,0
-0.92,17.4,15.0,12.0,0
2.8,18.1,11.0,24.0,1
-1.84,18.4,16.0,-22.0,0
-0.33,30.0,13.0,-22.0,1
-2.37,13.6,14.0,-49.0,1
1.79,16.3,18.0,64.0,0
-1.84,20.8,11.0,13.0,0
0.68,13.3,14.0,56.0,0
0.53,18.0,12.0,4.0,1
0.35,11.2,11.0,10.0,0
2.23,23.0,14.0,-62.0,1
-1.21,22.9,12.0,-51.0,0
2.93,15.6,14.0,-8.0,1
-0.77,15.7,17.0,20.0,0
1.88,24.1,13.0,-16.0,1
-2.07,26.2,11.0,11.0,0
-0.81,12.0,17.0,51.0,0
-2.01,17.1,13.0,1.0,0
0.89,21.7,20.0,-44.0,1
0.04,16.7,14.0,-48.0,0
0.05,11.5,15.0,24.0,0
0.81,20.9,8.0,69.0,1
1.02,21.7,12.0,63.0,1
2.61,15.4,8.0,35.0,1
-0.12,19.2,16.0,37.0,1
1.46,13.9,15.0,85.0,0
-2.52,20.4,17.0,47.0,0
-0.21,14.4,17.0,32.0,0
2.16,18.0,18.0,-16.0,0
3.27,18.7,14.0,-3.0,1
0.85,14.8,15.0,-24.0,0
-0.18,12.1,17.0,-0.0,0
-0.88,25.0,13.0,3.0,1
2.25,15.5,12.0,96.0,1
0.61,9.7,20.0,-16.0,0
-4.71,15.1,10.0,-18.0,0
-3.47,17.3,17.0,-22.0,0
0.7,21.0,16.0,-16.0,0
-1.32,15.4,12.0,-66.0,0
-2.08,9.7,13.0,-56.0,0
-0.21,30.0,14.0,26.0,1
0.69,18.4,16.0,-2.0,0
-0.56,18.1,16.0,47.0,0
-1.63,17.5,15.0,9.0,0
0.87,17.5,16.0,-18.0,0
-2.05,5.0,17.0,107.0,1
-0.99,19.6,17.0,-5.0,0
0.38,16.8,20.0,58.0,0
-0.3,9.9,18.0,-46.0,0
-2.73,17.7,15.0,35.0,0
1.03,20.0,17.0,22.0,0
-0.82,16.9,16.0,10.0,0
4.72,14.2,15.0,43.0,1
0.44,10.2,12.0,-29.0,0
0.35,22.7,15.0,-42.0,0
0.61,15.6,9.0,26.0,0
-2.73,11.2,18.0,-55.0,0
-2.59,8.7,16.0,-79.0,0
-1.39,18.3,15.0,-36.0,0
-4.59,10.6,14.0,21.0,0
-0.08,15.4,17.0,21.0,0
0.63,28.1,21.0,61.0,1
2.02,15.1,16.0,-9.0,0
0.59,19.0,21.0,20.0,0
-3.04,20.9,17.0,1.0,0
-0.08,24.1,13.0,24.0,1
1.17,16.6,16.0,-14.0,1
1.43,20.2,16.0,29.0,0
2.09,14.2,13.0,9.0,0
2.4,7.0,14.0,-69.0,0
1.14,26.6,14.0,55.0,1
0.97,30.0,15.0,31.0,1
0.47,15.1,14.0,-13.0,0
1.68,16.0,16.0,28.0,0
-1.58,25.4,16.0,-37.0,0
-1.44,12.8,19.0,-107.0,0
-0.03,21.1,17.0,-35.0,0
1.31,18.0,13.0,-10.0,0
-0.52,15.1,21.0,-17.0,0
2.03,15.4,13.0,-82.0,0
0.1,11.5,14.0,-23.0,0
2.13,19.7,17.0,7.0,1
-4.22,18.1,24.0,-5.0,1
-1.44,12.8,16.0,-30.0,1
-0.69,7.8,13.0,-22.0,0
0.04,21.0,10.0,52.0,0
0.91,18.3,10.0,-53.0,0
0.5,16.7,15.0,17.0,0
1.89,18.7,17.0,-19.0,0
3.59,17.2,11.0,-38.0,1
-1.33,18.7,16.0,129.0,0
-1.49,18.3,11.0,21.0,0
-0.31,15.1,12.0,31.0,0
-2.09,18.1,17.0,57.0,0
-2.59,24.5,13.0,-71.0,0
2.89,17.2,19.0,88.0,1
0.64,21.8,13.0,-125.0,0
4.28,13.0,18.0,-38.0,1
0.01,15.7,22.0,31.0,0
-1.45,18.2,13.0,29.0,0
2.47,18.8,22.0,11.0,1
-1.5,19.0,15.0,-8.0,0
-0.89,14.8,13.0,-26.0,0
0.83,15.5,14.0,-49.0,0
2.28,14.8,14.0,-45.0,0
0.14,13.2,19.0,36.0,0
-0.71,16.7,19.0,-2.0,0
4.64,15.1,19.0,-7.0,1
3.24,18.4,11.0,-40.0,1
-1.12,23.7,16.0,-11.0,0
-1.74,24.3,10.0,-14.0,0
1.1,25.5,18.0,60.0,1
-0.93,5.8,14.0,51.0,0
1.63,20.7,17.0,68.0,1
-0.1,22.4,13.0,-17.0,0
-0.64,21.8,10.0,33.0,0
0.71,22.6,18.0,32.0,1
-0.05,14.5,18.0,-16.0,0
0.89,22.0,15.0,-66.0,0
-0.07,11.7,9.0,-14.0,0
0.47,26.7,17.0,76.0,1
-1.55,21.8,13.0,11.0,1
-1.43,23.1,17.0,-56.0,0
-0.01,10.7,14.0,-58.0,0
0.24,27.1,14.0,64.0,1
2.23,15.5,16.0,-57.0,0
-1.18,13.7,13.0,24.0,0
0.15,21.4,14.0,-31.0,0
0.05,23.2,17.0,81.0,0
-0.24,17.7,21.0,1.0,0
1.03,30.0,15.0,57.0,1
1.04,28.8,18.0,9.0,1
3.01,21.3,11.0,13.0,1
-1.5,20.3,20.0,-99.0,0
-0.25,19.6,13.0,-110.0,0
-1.17,16.7,15.0,-26.0,0
0.01,19.3,17.0,29.0,0
2.86,14.1,13.0,-32.0,1
0.3,13.9,18.0,-54.0,0
0.4,11.8,13.0,-44.0,0
2.85,5.0,17.0,-60.0,0
0.54,10.6,18.0,-7.0,0
0.87,17.8,17.0,39.0,0
-1.98,28.3,17.0,-59.0,0
1.21,11.6,23.0,-18.0,1
0.9,22.9,16.0,82.0,1
3.4,15.3,15.0,3.0,1
-2.64,13.5,16.0,6.0,0
-0.91,21.7,19.0,115.0,1
-1.71,8.9,22.0,-40.0,0
-1.48,18.6,15.0,40.0,0
2.45,16.1,12.0,-8.0,1
1.43,10.6,18.0,-16.0,0
1.45,18.3,11.0,43.0,0
1.18,18.1,16.0,-49.0,0
-1.29,17.1,16.0,-27.0,0
-2.04,28.7,15.0,72.0,1
2.89,11.7,15.0,40.0,1
1.55,8.7,10.0,-46.0,0
-2.28,14.4,12.0,78.0,0
2.28,23.2,18.0,35.0,1
-0.52,23.6,9.0,49.0,1
0.91,25.4,15.0,40.0,0
0.09,14.8,14.0,45.0,0
-2.1,20.8,9.0,10.0,0
-1.66,9.5,20.0,-56.0,0
1.33,14.8,12.0,21.0,0
1.88,12.0,17.0,-80.0,0
-2.04,9.4,14.0,-43.0,0
0.42,18.2,12.0,7.0,0
-0.43,17.2,14.0,4.0,0
0.28,10.3,14.0,42.0,0
-0.41,18.6,14.0,-29.0,1
-1.54,16.3,13.0,10.0,0
1.47,22.6,12.0,-56.0,1
1.11,24.8,18.0,69.0,1
0.79,10.6,15.0,-34.0,0
1.14,13.9,15.0,-37.0,0
-2.39,5.0,12.0,26.0,0
-2.56,15.0,20.0,10.0,0
-2.7,18.6,15.0,27.0,0
2.1,18.3,9.0,26.0,1
1.46,9.9,16.0,-2.0,0
1.65,14.5,13.0,-6.0,0
-1.2,17.9,18.0,20.0,0
-0.03,15.4,18.0,13.0,0
-1.61,8.4,18.0,-63.0,0
0.2,15.2,14.0,-59.0,0
-3.42,11.4,15.0,26.0,0
-0.64,24.6,16.0,-4.0,1
-0.81,19.2,18.0,-16.0,0
-3.39,8.2,12.0,32.0,0
0.85,17.5,15.0,21.0,0
1.15,14.6,21.0,-20.0,0
-1.32,11.8,13.0,-71.0,0
-2.41,20.2,15.0,20.0,0
3.46,16.7,23.0,71.0,0
0.51,28.2,14.0,46.0,1
-4.76,26.6,10.0,-6.0,0
-0.86,16.1,15.0,-28.0,1
-1.3,15.9,20.0,-58.0,0
-0.94,15.2,18.0,-16.0,0
-1.79,11.5,12.0,55.0,0
0.51,28.3,16.0,28.0,1
1.27,13.6,14.0,-22.0,0
-0.28,22.9,17.0,7.0,0
1.71,21.8,13.0,26.0,1
1.87,15.6,16.0,-40.0,0
0.47,28.8,21.0,-15.0,1
0.97,10.1,7.0,-71.0,0
-1.25,25.6,17.0,14.0,1
-4.19,14.4,19.0,10.0,0
-3.39,17.3,10.0,-7.0,0
-0.54,19.7,13.0,-19.0,0
1.3,6.7,14.0,23.0,0
1.4,25.2,13.0,45.0,1
2.84,20.5,13.0,21.0,1
-2.25,15.3,14.0,-21.0,0
-1.45,15.3,18.0,-23.0,0
-2.21,9.4,19.0,-7.0,0
4.71,12.2,19.0,15.0,1
-2.0,21.8,18.0,-94.0,0
2.51,16.5,20.0,-2.0,1
-1.32,14.7,21.0,59.0,0
0.17,18.8,15.0,12.0,0
2.54,12.5,19.0,-45.0,0
0.57,5.5,16.0,74.0,0
-0.26,11.7,14.0,-74.0,0
4.54,6.3,15.0,-38.0,1
-3.67,17.8,18.0,-31.0,0
-1.89,17.5,19.0,7.0,0
-0.62,20.0,17.0,7.0,0
2.09,21.2,14.0,103.0,1
-1.01,12.4,14.0,-41.0,0
1.94,7.4,9.0,-5.0,0
-1.49,17.1,16.0,-14.0,0
2.3,22.9,16.0,-98.0,1
1.79,18.2,12.0,-16.0,0
0.22,12.3,16.0,44.0,0
-2.56,17.0,16.0,27.0,0
-0.54,15.1,11.0,-48.0,0
0.9,21.6,14.0,-19.0,0
2.32,23.8,19.0,40.0,1
0.67,21.2,13.0,63.0,0
0.74,15.6,15.0,-25.0,1
0.49,16.9,15.0,15.0,0
0.25,13.1,15.0,8.0,0
2.91,12.0,17.0,73.0,1
0.32,8.7,18.0,49.0,0
-2.43,9.6,19.0,30.0,0
1.48,11.5,14.0,-59.0,0
3.2,14.6,17.0,2.0,1
0.28,11.5,18.0,18.0,1
2.7,15.1,15.0,-23.0,1
-0.84,22.2,13.0,-35.0,0
0.83,19.7,15.0,9.0,0
-2.05,23.8,13.0,3.0,0
-1.22,16.1,13.0,39.0,1
0.34,13.7,16.0,-24.0,0
1.34,25.3,14.0,49.0,1
2.15,14.4,16.0,-39.0,0
-0.51,18.1,10.0,33.0,1
0.78,9.7,14.0,72.0,0
2.94,13.9,8.0,-12.0,1
2.57,20.2,12.0,-17.0,0
-2.46,21.3,15.0,-43.0,0
2.07,14.9,19.0,58.0,0
2.97,30.0,17.0,-9.0,1
-1.38,16.4,15.0,-37.0,0
-4.36,26.7,14.0,48.0,0
-1.51,25.1,14.0,55.0,0
1.75,21.3,19.0,-58.0,0
1.34,25.2,12.0,77.0,1
-5.27,13.8,13.0,11.0,0
-1.33,20.0,18.0,31.0,0
-3.43,27.6,14.0,-15.0,1
0.28,18.8,21.0,9.0,0
0.1,8.3,17.0,-36.0,0
-1.19,5.0,18.0,-106.0,0
-0.21,19.9,10.0,26.0,0
-2.2,11.3,18.0,3.0,0
-1.47,22.2,12.0,59.0,0
2.13,12.4,17.0,80.0,0
-0.98,16.1,14.0,-91.0,0
-1.14,12.7,16.0,-26.0,0
0.15,13.3,12.0,45.0,0
-2.36,15.1,10.0,63.0,0
-1.17,21.1,15.0,59.0,0
0.26,10.0,14.0,-41.0,0
-2.03,21.0,12.0,6.0,0
1.84,19.9,10.0,-22.0,0
1.2,24.1,7.0,32.0,0
0.2,11.3,17.0,20.0,0
-2.02,12.6,14.0,-101.0,0
1.01,11.6,13.0,-26.0,0
0.26,6.4,16.0,-1.0,0
-0.55,16.2,18.0,-11.0,0
-2.19,20.5,16.0,-4.0,0
1.83,5.0,14.0,7.0,0
0.21,30.0,21.0,17.0,0
1.28,25.8,13.0,4.0,1
-1.03,21.5,11.0,34.0,0
-0.19,8.0,15.0,-64.0,0
-0.2,17.1,14.0,4.0,0
0.95,22.4,18.0,-13.0,0
1.91,10.5,13.0,-1.0,0
0.99,16.4,15.0,24.0,0
-0.45,20.8,12.0,22.0,0
0.85,8.2,17.0,19.0,0
-0.4,11.5,15.0,-64.0,0
2.43,17.7,14.0,2.0,1
-0.26,15.7,15.0,-32.0,0
0.24,14.3,15.0,-17.0,0
-0.05,20.7,11.0,-34.0,0
0.92,17.1,18.0,-54.0,0
1.26,18.3,18.0,17.0,0
2.77,13.2,15.0,26.0,1
2.42,12.6,15.0,-29.0,0
0.09,17.7,12.0,-19.0,0
-0.4,10.3,20.0,-30.0,0
1.23,22.2,19.0,-24.0,0
2.02,14.7,16.0,-15.0,0
0.49,13.7,17.0,-33.0,0
4.92,16.0,19.0,-1.0,1
-0.13,21.8,18.0,-27.0,0
3.04,12.9,12.0,15.0,1
0.75,16.6,14.0,71.0,1
2.33,21.3,16.0,30.0,1
-0.66,15.6,16.0,18.0,0
-0.17,13.8,17.0,36.0,0
-1.2,17.0,17.0,-4.0,0
2.95,13.2,16.0,-14.0,1
-0.9,21.5,7.0,-1.0,0
-1.16,25.6,19.0,-37.0,1
1.39,15.7,18.0,48.0,1
-2.66,11.3,21.0,6.0,0
2.62,9.3,14.0,-25.0,1
-2.28,18.0,9.0,31.0,0
-0.82,23.0,14.0,93.0,1
2.31,14.0,16.0,-22.0,0
-1.11,27.4,14.0,-83.0,1
0.61,17.7,19.0,-100.0,0
2.42,26.9,13.0,-8.0,1
-2.28,17.5,15.0,-78.0,0
0.35,20.4,14.0,10.0,0
1.29,13.9,23.0,7.0,0
-2.84,14.0,12.0,-80.0,0
-2.08,23.7,17.0,-91.0,0
3.23,20.2,11.0,15.0,1
-2.29,21.2,16.0,5.0,0
-0.22,19.9,12.0,-21.0,0
-4.03,20.7,18.0,33.0,0
-1.57,13.3,18.0,-39.0,0
1.55,22.8,16.0,64.0,1
1.92,5.3,11.0,14.0,0
1.59,16.7,15.0,-19.0,0
-0.07,16.8,14.0,2.0,0
-0.24,22.8,17.0,-68.0,0
0.83,20.1,12.0,-49.0,0
-0.88,13.4,18.0,4.0,0
0.55,13.1,18.0,-88.0,0
0.06,14.2,11.0,-15.0,0
2.54,21.1,14.0,23.0,1
2.22,5.0,15.0,27.0,0
2.36,10.7,18.0,-14.0,0
0.61,12.0,13.0,76.0,0
-1.86,16.1,16.0,-11.0,0
1.17,19.7,18.0,-32.0,0
0.3,13.2,16.0,-36.0,0
-0.51,16.1,9.0,-19.0,0
1.33,18.5,14.0,49.0,0
0.91,18.0,18.0,-4.0,0
-1.24,22.7,17.0,87.0,0
-1.33,9.9,8.0,-4.0,0
-2.31,10.8,16.0,17.0,0
0.51,26.6,18.0,77.0,1
1.81,10.8,17.0,-3.0,0
-1.18,12.0,17.0,-13.0,0
-2.13,17.2,21.0,-15.0,1
-0.1,6.8,15.0,27.0,0
3.16,23.4,16.0,53.0,1
3.98,24.5,12.0,-54.0,1
-1.55,6.0,13.0,-56.0,0
-0.1,14.2,14.0,102.0,0
-1.8,7.7,18.0,27.0,0
1.0,14.9,13.0,15.0,0
-2.55,11.9,19.0,-53.0,0
-0.4,24.0,12.0,47.0,1
3.8,18.6,17.0,10.0,1
2.77,25.6,17.0,-7.0,1
1.27,21.3,16.0,-49.0,0
-0.19,23.3,18.0,8.0,0
0.02,14.0,13.0,-21.0,0
-3.09,10.6,14.0,-38.0,0
2.09,22.7,12.0,-59.0,1
2.59,25.3,15.0,-77.0,1
-1.53,17.2,15.0,11.0,0
-1.26,18.3,18.0,34.0,0
1.95,17.0,16.0,-44.0,0
1.9,24.6,17.0,-41.0,1
2.27,18.0,14.0,3.0,1
-1.56,30.0,16.0,14.0,1
-0.62,10.3,20.0,-8.0,0
1.04,22.9,11.0,44.0,1
-0.65,17.7,9.0,-7.0,1
-0.76,15.4,17.0,-25.0,0
-1.62,26.0,12.0,-86.0,0
0.18,20.0,11.0,41.0,0
-0.66,11.6,17.0,84.0,0
0.99,16.8,12.0,21.0,0
-1.4,11.6,20.0,-54.0,0
-0.04,14.6,15.0,-6.0,0
0.51,13.8,14.0,-56.0,1
2.1,23.7,13.0,32.0,1
-2.58,18.9,16.0,-68.0,0
-0.54,12.8,10.0,-15.0,0
-0.74,16.6,8.0,-17.0,1
-0.88,15.8,10.0,6.0,0
0.81,5.2,18.0,-18.0,1
-4.1,9.4,12.0,9.0,0
0.7,16.3,11.0,1.0,0
-0.55,23.5,15.0,-49.0,0
2.83,19.9,22.0,-16.0,1
0.54,20.5,18.0,-2.0,0
-1.99,14.5,13.0,-49.0,0
-1.6,17.5,13.0,112.0,0
-4.92,5.0,13.0,-47.0,1
4.86,14.4,12.0,-28.0,1
-5.01,18.9,17.0,71.0,1
-2.73,7.9,14.0,92.0,0
1.48,17.1,12.0,-21.0,0
2.94,17.8,11.0,17.0,1
3.61,14.3,22.0,-2.0,1
-0.2,18.6,17.0,25.0,0
1.0,22.3,12.0,-35.0,0
-0.61,11.7,19.0,9.0,0
-3.11,22.0,12.0,37.0,0
-2.09,26.7,15.0,28.0,0
-3.43,14.2,14.0,12.0,0
0.63,7.8,16.0,-61.0,0
-0.68,10.9,12.0,-51.0,0
-0.37,22.8,15.0,43.0,0
1.34,14.4,10.0,-14.0,0
0.49,23.3,14.0,53.0,1
1.32,15.6,19.0,-58.0,0
3.62,19.3,18.0,-6.0,1
-1.59,14.9,13.0,-21.0,0
-3.75,14.8,10.0,-15.0,0
-1.16,14.1,8.0,23.0,0
-0.41,29.6,17.0,-41.0,1
0.87,14.2,16.0,-53.0,0
-0.62,15.1,16.0,-11.0,0
-2.13,27.6,20.0,33.0,0
-2.43,13.1,15.0,-39.0,0
2.73,23.7,16.0,-18.0,1
0.64,11.8,11.0,-3.0,0
0.71,14.2,20.0,27.0,1
0.53,21.3,15.0,75.0,0
0.3,24.6,13.0,-20.0,1
-0.45,25.2,16.0,74.0,1
-1.42,13.8,21.0,-33.0,0
-1.08,15.2,21.0,66.0,0
0.34,15.5,12.0,41.0,0
0.33,7.8,19.0,-46.0,0
1.85,16.7,16.0,15.0,0
2.21,22.3,18.0,-3.0,1
1.13,20.0,16.0,31.0,0
-2.85,16.9,17.0,5.0,0
1.99,16.0,19.0,-15.0,0
-0.77,16.6,10.0,68.0,0
0.03,14.0,16.0,-5.0,0
0.2,9.9,11.0,41.0,0
-0.36,17.2,14.0,5.0,0
1.61,22.8,15.0,18.0,1
3.19,19.8,12.0,-34.0,1
1.71,20.9,13.0,-31.0,0
2.49,17.8,11.0,76.0,1
-1.0,6.2,13.0,-22.0,0
0.08,13.9,17.0,80.0,0
-0.15,25.5,18.0,45.0,1
1.65,24.7,13.0,39.0,1
-1.29,25.4,19.0,31.0,1
-1.78,9.1,17.0,-1.0,0
2.15,21.6,19.0,5.0,1
1.84,15.6,10.0,58.0,1
1.21,16.4,16.0,79.0,1
1.93,13.9,17.0,-25.0,0
-2.55,22.4,10.0,40.0,0
0.95,21.2,22.0,9.0,0
-2.56,11.2,13.0,-83.0,0
1.47,30.0,17.0,25.0,1
2.68,18.2,18.0,-97.0,1
0.77,14.0,15.0,-8.0,0
-3.21,17.5,19.0,7.0,1
-2.75,14.3,21.0,-16.0,0
3.79,22.9,12.0,47.0,1
-2.32,15.2,15.0,-14.0,1
1.0,15.8,18.0,57.0,0
3.65,11.9,10.0,17.0,1
-1.38,22.0,18.0,-65.0,1
-2.39,8.9,20.0,-64.0,0
-3.55,20.5,19.0,20.0,0
0.77,17.2,16.0,-11.0,0
-2.21,12.9,20.0,-14.0,0
0.0,22.0,16.0,-85.0,0
-2.13,9.8,11.0,-37.0,0
0.16,12.7,13.0,-10.0,0
-1.14,9.5,14.0,28.0,0
-0.52,20.0,15.0,9.0,0
-1.48,23.7,15.0,80.0,1
0.57,20.6,14.0,35.0,0
1.99,16.1,16.0,1.0,0
-0.72,16.6,20.0,2.0,0
0.52,16.7,16.0,-10.0,0
-1.87,16.0,17.0,-42.0,0
-3.13,14.8,8.0,-9.0,0
0.8,8.3,15.0,-41.0,0
1.76,12.0,18.0,-18.0,1
-3.83,24.9,19.0,28.0,1
-0.18,16.1,18.0,-34.0,0
0.86,18.2,16.0,-4.0,1
-0.27,20.6,16.0,-59.0,0
-1.18,12.0,13.0,-1.0,0
0.1,8.2,18.0,-79.0,0
1.85,17.7,13.0,-42.0,0
-3.12,10.5,17.0,67.0,0
3.11,10.6,15.0,39.0,1
-2.78,19.8,15.0,-0.0,0
1.8,23.4,18.0,-36.0,1
0.11,16.3,17.0,51.0,0
1.55,27.8,16.0,20.0,1
-3.68,25.1,14.0,-91.0,1
0.02,12.6,20.0,-15.0,0
2.27,10.7,16.0,-74.0,0
-0.06,23.9,17.0,64.0,0
0.94,16.2,15.0,-3.0,0
4.76,21.7,13.0,-10.0,1
-0.71,5.0,16.0,45.0,0
0.1,18.5,13.0,22.0,0
-0.2,14.3,16.0,-56.0,0
0.23,17.8,5.0,-4.0,0
-1.52,18.8,14.0,12.0,0
2.97,10.8,15.0,-27.0,1
-0.92,24.4,12.0,35.0,1
0.94,14.8,16.0,-9.0,0
-0.43,11.7,14.0,-22.0,1
-1.21,12.7,15.0,14.0,1
2.1,23.5,13.0,19.0,1
0.53,11.3,18.0,-4.0,1
-4.37,15.6,17.0,-33.0,0
1.2,19.3,16.0,20.0,0
-1.25,8.0,15.0,-53.0,1
-3.18,14.9,23.0,-22.0,0
1.91,21.7,15.0,44.0,1
-1.53,8.4,13.0,-6.0,0
0.52,13.5,11.0,-33.0,0
1.84,17.2,18.0,-2.0,0
-0.48,11.9,20.0,36.0,0
0.5,18.8,12.0,46.0,0
-1.36,17.5,14.0,-26.0,0
2.21,21.3,14.0,54.0,1
-0.36,6.7,15.0,-50.0,0
1.07,10.4,10.0,-2.0,0
-1.74,21.9,17.0,77.0,1
-3.7,20.4,19.0,-17.0,0
-1.37,14.1,9.0,-58.0,0
-0.35,18.1,20.0,-2.0,0
0.26,20.3,20.0,-99.0,0
